R,eta-h,eta-sd-h,slip-h,slip-sd-h,res-h,eta-ca,eta-sd-ca,slip-ca,slip-sd-ca,res-ca,eta-b,eta-sd-b,slip-b,slip-sd-b,res-b
0.375,0.4507768689118047,0.03735516167297535,0.0,0,0.5582857261404846,0.41394881080604184,0.01791705162389199,0.0,0,1.980819533463784,0.4162970516032599,0.013838152698341995,0.0,0,1.2524198067144845
0.375,1.0165466200833069,0.023904873631375275,0.2880893350507674,0.021697696738569517,0.05080961371255893,0.41393771936935275,0.018063102140240452,4.6488091154373024e-11,2.3337179867353152e-05,2.013291971101266,0.4131996072323474,0.013770709972053336,0.01562834758500692,0.011957197157492059,1.2443501367898366
0.5,0.9239151508945248,0.1010682200315684,0.0,0,2.4325992196485564,0.60487079363784,0.0321117202294663,0.0,0,2.5987983767862666,0.6365505388905418,0.03205058765910706,0.0,0,2.737935467689924
0.5,2.0812200004229835,0.024624209565134704,4.9999999991333235,3.647356785823401e-05,0.22219417496143806,0.5156767041440946,0.018446130122703686,0.6834899318051177,0.16440965966178173,1.3493873585338192,0.6365916897254614,0.03224532358888225,0.00039284933834676794,0.018597975666899302,2.7670493590063088
0.65,4.035769452563233,0.1386831026946216,0.0,0,1.1472177074107097,1.487608823106628,0.0782140927866064,0.0,0,3.524020416349439,1.907052623150332,0.10772995847177484,0.0,0,6.552267133386788
0.65,5.227589140571187,0.07628989648389992,4.9999999985000425,9.224517686669826e-05,0.4363818206349715,1.4606722550486084,0.06713925601469374,0.24787479051843558,0.14179129965799459,3.231571066311993,1.9067891177985081,0.10821663115212546,7.024628101426345e-10,2.789223232549059e-06,6.612379620378375
