t,h_h0,v_h0,ca_h0,h_h1,v_h1,ca_h1,h_ca0,v_ca0,ca_ca0,h_ca1,v_ca1,ca_ca1,h_b0,v_b0,ca_b0,h_b1,v_b1,ca_b1
0.0,1e-06,0.313658603007879,1.6679281061657012,1e-06,0.31366186626843023,1.6679301336476662,1.0000000000000002e-06,0.3528251238487742,1.6938172064480028,1e-06,0.35300512300696313,1.6939433986770638,1e-06,0.3482844210647958,1.6906557784995295,1e-06,0.3482439234070336,1.6906277719961653
0.16283694417251648,0.047734780952839485,0.27276610948905017,1.7852477529111128,0.04773523128539169,0.272768437319568,1.7852510273448219,0.05294431613228477,0.30004092542978467,1.8253158871703627,0.05296848403387289,0.30016273830293627,1.8255048631969473,0.05239825983522598,0.2968992205388565,1.8207123355240882,0.05239281320136055,0.29687165564225576,1.8206700172713155
0.16714437410126856,0.04890769656627431,0.27183408067871134,1.7879505154902395,0.04890815688394032,0.271836388878794,1.787953814538937,0.05423417700530898,0.29886013518029797,1.8283004703584544,0.05425886711043123,0.29898076049317857,1.8284906394443567,0.05367465495381731,0.29574867676346717,1.823665558296424,0.05366909012893468,0.2957213767367343,1.8236229661580947
0.17156574594096352,0.050107478161606066,0.27088411918768995,1.7907069401828963,0.05010794864049982,0.27088640746779225,1.7907102641206025,0.055552895739176655,0.2976578016954738,1.8313419191089393,0.05557811645374683,0.2977772243406712,1.8315332902278572,0.054979682901429065,0.2945770503051835,1.8266752141686184,0.05497399799414962,0.2945500182835037,1.826632346704463
0.17610407372996853,0.05133464202546084,0.2699160622431777,1.7935176193509217,0.051335122843595433,0.2699183303077365,1.7935209684670093,0.05690098866165833,0.2964338499787019,1.8344405892095579,0.0569267486351955,0.29655205296233533,1.8346331762116381,0.056313866174061956,0.29338420769307916,1.8297418063591273,0.05630805918358399,0.29335744776712247,1.829698659671849
0.1807624512352353,0.05258971851481536,0.2689296923191664,1.7963833104479419,0.05259020985056661,0.26893193987199115,1.796386685029762,0.05827898903143668,0.2951881019840123,1.837597104678643,0.0583052967174617,0.2953050702201507,1.8377909165444208,0.0576777324816277,0.292170010593388,1.832865857891519,0.05767180149450805,0.29214352597145576,1.8328224303499734
0.18554405406131352,0.05387322991342702,0.26792489567341404,1.7993044757613381,0.053873731946399744,0.2679271224166602,1.79930787610095,0.05968743291259218,0.29392040639573563,1.8408120299170947,0.05971429694196464,0.29403612337193297,1.8410070792452504,0.05907182223896982,0.29093425215230145,1.8360480759441589,0.05906576526417395,0.29090804673234977,1.8360043641627237
0.19045214181515258,0.05518572026105643,0.2669014482935896,1.802281904616489,0.05518623317122909,0.26690365393469345,1.8022853309868303,0.06112685446239362,0.29263066598618187,1.8440858002785823,0.061154283296770605,0.29274511686190546,1.844282095526414,0.06049666598065853,0.2896768638524511,1.8392888195690926,0.06049048109582084,0.2896509408521616,1.8392448218837152
0.19549006032816768,0.05652772104812325,0.26585926550546923,1.8053159878454965,0.05652824501629643,0.2658614497507378,1.805319440523981,0.06259780100907353,0.29131871054033703,1.8474190447815872,0.06262580324346219,0.29143187932852144,1.8476165973069287,0.061952814666822335,0.2883976331201169,1.8425888272599358,0.061946499890218075,0.2883719962726111,1.84254454069664
0.200661243937085,0.05789978670350175,0.26479812077746273,1.8084075361625118,0.05790032191068661,0.26480028334034095,1.8084110154022077,0.06410081260850037,0.2899844732774836,1.8508121384576248,0.06412939667358857,0.29009634555017494,1.8510109558167023,0.06344080571007886,0.28709651495699895,1.845948413961001,0.06343435912253301,0.2870711674199216,1.845903836988578
0.20596921782512062,0.05930245951300078,0.2637179369686721,1.8115569325157335,0.05930300614077036,0.26372007756314353,1.8115604385698711,0.06563644219224833,0.2886278089553269,1.854265664696435,0.06566561662609145,0.28873836931656743,1.854465756950655,0.06496119583407522,0.28577333351659684,1.8493682410473302,0.06495461546453403,0.285748278892916,1.8493233709868822
0.21141760042508914,0.06073630149829195,0.2626185122081439,1.8147649309039602,0.06073685972810547,0.2626206305546389,1.8147684640045498,0.06720523852093148,0.28724858601543196,1.8577801816795922,0.06723501168639667,0.28735782107882,1.8579815538492426,0.06651453170601312,0.2844280405706871,1.8528486493084622,0.06650781565006746,0.28440328189934,1.8528034848949282
0.21701010588608075,0.06220186696294235,0.2614997574922622,1.818031964017119,0.06220243697671171,0.2615018533115876,1.8180355243966884,0.06880775456916721,0.28584665051395297,1.861356314659354,0.06883813492404094,0.2859545457156149,1.8615589748072883,0.06810137147313625,0.2830605264598521,1.8563901475060216,0.06809451777306501,0.2830360672387482,1.8563446862624104
0.22275054660538735,0.06369972226291731,0.26036152540727714,1.8213586430278073,0.06370030424190797,0.26036359842795276,1.821362230896114,0.07044455143733004,0.2844220010263525,1.864994309802772,0.07047554723396103,0.2845285425441263,1.8651982643879212,0.06972227373515236,0.28167071349274336,1.8599931712926427,0.06971528051294394,0.281646556590555,1.859947412334662
0.22864283582740455,0.06523043574185572,0.2592036979679689,1.8247455015914749,0.06523102986784976,0.2592057479165014,1.8247491171650876,0.07211617902612942,0.28297469115039425,1.8686942818309837,0.07214779855216598,0.28307986533802537,1.8688995372394486,0.07137779351237523,0.28025858422554917,1.86365800972479,0.07137065885488543,0.28023473283017847,1.8636119512813452
0.23469099031128077,0.06679457495051769,0.25802619990098236,1.8281929569236084,0.06679518140424603,0.2580282265130551,1.828196600394805,0.07382320796502186,0.2815046526894268,1.8724566663385054,0.07385545944122325,0.28160844593752327,1.8726632290626675,0.07306850250644602,0.2788240178403595,1.8673852301217333,0.07306122451848031,0.2788004750399099,1.8673388706546132
